Feature,Importance
Area,-0.0004318140594047386
MajorAxisLength,0.0177011285512238
MinorAxisLength,-0.03119580014953045
Eccentricity,2.159670405195972e-05
ConvexArea,0.0005728458112913663
Extent,-7.651907167177797e-05
Perimeter,-0.011153723468230695
