Feature,Importance
Feature_1,0.24923800877539903
Feature_2,0.11874255114731629
Feature_3,0.18962087161583802
Feature_4,0.251644667014281
Feature_5,0.20333792046152183
Feature_6,0.2124880924526691
Feature_7,0.2038938280575448
Feature_8,0.048144874269409776
Feature_9,0.1257308793231901
Feature_10,0.2006715921918299
