Feature,Importance
Area,0.12183991385036562
MajorAxisLength,0.21661318186237757
MinorAxisLength,0.07846477361472592
Eccentricity,0.09917274073747852
ConvexArea,0.13680365426697447
Extent,0.06817622060348738
Perimeter,0.27892951506459057
