Feature,Importance
Area,0.00016184105399233526
MajorAxisLength,-0.052374050819222355
MinorAxisLength,-0.09786702869403247
Eccentricity,-0.00039358164314551964
ConvexArea,8.852593480894297e-06
Extent,-0.0005204974175262456
Perimeter,0.028651764731913287
