Feature,Importance
Area,-0.15040378272533417
MajorAxisLength,-44.591293009682204
MinorAxisLength,-167.77950578443864
Eccentricity,0.05755315244322401
ConvexArea,0.6048939400352538
Extent,-0.206976933671708
Perimeter,29.426769296383213
