Feature,Importance
Feature_1,0.2674635265535301
Feature_2,0.05780002481870286
Feature_3,0.18352561269613105
Feature_4,0.2592270530640913
Feature_5,0.05052695286695244
Feature_6,0.36723775427393185
Feature_7,0.1389582118293446
Feature_8,0.17620645836103563
Feature_9,0.264851874439786
Feature_10,0.1399828768383078
