Feature,Importance
Area,0.6706473221711349
MajorAxisLength,-70.76746495029124
MinorAxisLength,-170.29797999100066
Eccentricity,0.4051112112424824
ConvexArea,-0.4014593822939787
Extent,-0.2860927522014348
Perimeter,60.25483366556659
