Feature,Importance
Area,0.130306394250452
MajorAxisLength,0.2443703194593046
MinorAxisLength,0.08037377155235756
Eccentricity,0.08693152017196118
ConvexArea,0.12808352376451623
Extent,0.06151600095490018
Perimeter,0.26841846984650813
