0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.016666666666666666,0.019444444444444445,0.044444444444444446,0.05,0.05555555555555555,0.06666666666666667,0.06944444444444445,0.08333333333333333,0.13333333333333333,0.17777777777777778,0.18611111111111112,0.2111111111111111,0.22777777777777777,0.25,0.28055555555555556,0.30833333333333335,0.3416666666666667,0.37777777777777777,0.43333333333333335,0.49166666666666664,0.5666666666666667,0.6472222222222223,0.7611111111111111,0.8944444444444445,1.0,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.016666666666666666,0.022222222222222223,0.030555555555555555,0.03333333333333333,0.03888888888888889,0.041666666666666664,0.075,0.08055555555555556,0.08611111111111111,0.11388888888888889,0.125,0.14166666666666666,0.1638888888888889,0.18333333333333332,0.20555555555555555,0.225,0.25277777777777777,0.2972222222222222,0.32222222222222224,0.35,0.4027777777777778,0.44166666666666665,0.5055555555555555,0.5611111111111111,0.6583333333333333,0.75,0.8694444444444445,1.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.019444444444444445,0.022222222222222223,0.03888888888888889,0.044444444444444446,0.05,0.06388888888888888,0.07222222222222222,0.08333333333333333,0.10555555555555556,0.125,0.13055555555555556,0.14166666666666666,0.1638888888888889,0.17777777777777778,0.2,0.25,0.2972222222222222,0.3416666666666667,0.38055555555555554,0.4305555555555556,0.4666666666666667,0.5055555555555555,0.575,0.6666666666666666,0.7777777777777778,1.0,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.013888888888888888,0.03611111111111111,0.03888888888888889,0.044444444444444446,0.05,0.05555555555555555,0.06944444444444445,0.08055555555555556,0.08611111111111111,0.09444444444444444,0.1,0.12777777777777777,0.14444444444444443,0.15833333333333333,0.19166666666666668,0.21388888888888888,0.2388888888888889,0.3111111111111111,0.3333333333333333,0.36944444444444446,0.39166666666666666,0.55,0.6222222222222222,0.6972222222222222,0.8138888888888889,1.0,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.027777777777777776,0.03333333333333333,0.03611111111111111,0.04722222222222222,0.05,0.06944444444444445,0.07222222222222222,0.08055555555555556,0.08333333333333333,0.125,0.1388888888888889,0.17222222222222222,0.18611111111111112,0.20833333333333334,0.22777777777777777,0.25,0.29444444444444445,0.33055555555555555,0.375,0.42777777777777776,0.49722222222222223,0.55,0.6527777777777778,0.7361111111111112,0.8416666666666667,1.0,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.019444444444444445,0.027777777777777776,0.030555555555555555,0.03611111111111111,0.03888888888888889,0.04722222222222222,0.058333333333333334,0.06666666666666667,0.07222222222222222,0.08055555555555556,0.08333333333333333,0.10277777777777777,0.11944444444444445,0.125,0.13055555555555556,0.14444444444444443,0.16944444444444445,0.17777777777777778,0.19166666666666668,0.21944444444444444,0.2388888888888889,0.2833333333333333,0.34444444444444444,0.4027777777777778,0.4527777777777778,0.49722222222222223,0.5722222222222222,0.6638888888888889,0.7638888888888888,0.9,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.011111111111111112,0.016666666666666666,0.019444444444444445,0.030555555555555555,0.041666666666666664,0.044444444444444446,0.06111111111111111,0.06944444444444445,0.07777777777777778,0.09722222222222222,0.11388888888888889,0.12222222222222222,0.12777777777777777,0.14444444444444443,0.16666666666666666,0.2111111111111111,0.2222222222222222,0.25277777777777777,0.2722222222222222,0.325,0.38055555555555554,0.4222222222222222,0.48055555555555557,0.5611111111111111,0.625,0.7444444444444445,0.8527777777777777,1.0,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.013888888888888888,0.019444444444444445,0.025,0.03333333333333333,0.06111111111111111,0.07777777777777778,0.08888888888888889,0.09722222222222222,0.1111111111111111,0.12777777777777777,0.1527777777777778,0.17222222222222222,0.19722222222222222,0.21666666666666667,0.24444444444444444,0.2638888888888889,0.28888888888888886,0.30277777777777776,0.3333333333333333,0.4388888888888889,0.5138888888888888,0.5833333333333334,0.6555555555555556,0.7861111111111111,0.8833333333333333,1.0,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.011111111111111112,0.019444444444444445,0.030555555555555555,0.03888888888888889,0.044444444444444446,0.04722222222222222,0.05555555555555555,0.06111111111111111,0.07222222222222222,0.07777777777777778,0.09444444444444444,0.09722222222222222,0.10277777777777777,0.11388888888888889,0.12777777777777777,0.1388888888888889,0.15555555555555556,0.18333333333333332,0.20277777777777778,0.25277777777777777,0.275,0.30833333333333335,0.3333333333333333,0.37777777777777777,0.425,0.49722222222222223,0.5777777777777777,0.6861111111111111,0.8083333333333333,1.0,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.011111111111111112,0.019444444444444445,0.025,0.030555555555555555,0.03611111111111111,0.041666666666666664,0.05555555555555555,0.06111111111111111,0.075,0.08611111111111111,0.09444444444444444,0.1111111111111111,0.13055555555555556,0.1361111111111111,0.15833333333333333,0.18333333333333332,0.18888888888888888,0.20833333333333334,0.23333333333333334,0.26666666666666666,0.28055555555555556,0.2972222222222222,0.3194444444444444,0.3638888888888889,0.40555555555555556,0.4527777777777778,0.5277777777777778,0.6361111111111111,0.7333333333333333,0.8527777777777777,1.0
