0,1,2,3
inf,1.0,0.558540933259822,0.0
inf,1.0,0.570211274395984,0.0
inf,1.0,0.56067179590819,0.0
inf,1.0,0.5634959024954629,0.0
inf,1.0,0.5702017996127282,0.0
inf,1.0,0.5649607093889981,0.0
inf,1.0,0.5318831529530949,0.0
inf,1.0,0.5565336484095935,0.0
inf,1.0,0.5629897078119858,0.0
inf,1.0,0.5615738851748832,0.0
