Feature,Importance
Area,0.12919279808047893
MajorAxisLength,0.2820314082669098
MinorAxisLength,0.067017922250857
Eccentricity,0.09395785334694917
ConvexArea,0.1316503552813188
Extent,0.06422874281059521
Perimeter,0.2319209199628911
