Feature,Importance
Area,0.6421417108504102
MajorAxisLength,-78.3366717678382
MinorAxisLength,-204.8022927472789
Eccentricity,0.6199015232628247
ConvexArea,-0.24895264022052288
Extent,-0.24845830534743507
Perimeter,55.76258870769357
