Feature,Importance
Area,0.14248889172150472
MajorAxisLength,0.24485867179752535
MinorAxisLength,0.0790541047564353
Eccentricity,0.08046839195583139
ConvexArea,0.122667785130958
Extent,0.0685327965481304
Perimeter,0.2619293580896149
