Feature,Importance
Area,0.00016113082182620515
MajorAxisLength,-0.04878209253938585
MinorAxisLength,-0.09091097488887849
Eccentricity,-0.00046841955925047506
ConvexArea,-5.309647397091353e-06
Extent,-0.0006587793896145407
Perimeter,0.026973384043050712
