Feature,Importance
Feature_1,0.09701315514338749
Feature_2,0.22327347357165306
Feature_3,0.09197746761949421
Feature_4,0.26769247935666973
Feature_5,0.10082345431695316
Feature_6,0.28803557979852545
Feature_7,0.07787918120803505
Feature_8,0.15059963936041654
Feature_9,0.2060299518412602
Feature_10,0.28678981813556037
