Feature,Importance
Feature_1,0.4135166016937535
Feature_2,0.13583694240727073
Feature_3,0.2594375399847957
Feature_4,0.3060254107237981
Feature_5,0.12223481726155727
Feature_6,0.41266410948560406
Feature_7,0.04140888213845373
Feature_8,0.10754191294055637
Feature_9,0.17948806174391296
Feature_10,0.23063988503740857
