Feature,Importance
Area,0.0006295686776421746
MajorAxisLength,-0.0673931197544057
MinorAxisLength,-0.11078415417961007
Eccentricity,-0.0003847582607105961
ConvexArea,-0.00046390473050828706
Extent,-0.0007406480286015212
Perimeter,0.038687790908451196
