Feature,Importance
Area,7.3119669187623e-05
MajorAxisLength,-0.04610106646918334
MinorAxisLength,-0.08573382039467792
Eccentricity,-0.00037596465275925177
ConvexArea,9.415042966498805e-05
Extent,-0.0005705868809430678
Perimeter,0.02371066318457784
