Feature,Importance
Feature_1,0.32151267071842343
Feature_2,0.1066224139215674
Feature_3,0.1341983282632472
Feature_4,0.32719937638605573
Feature_5,0.1744412789963968
Feature_6,0.21971150150684848
Feature_7,0.14496654390003677
Feature_8,0.025360591804453214
Feature_9,0.2040959128651797
Feature_10,0.270347630743486
