Feature,Importance
Feature_1,0.3882787899931327
Feature_2,0.11276857213796743
Feature_3,0.2545841999972199
Feature_4,0.31787831526924587
Feature_5,0.13457291624245138
Feature_6,0.39709986674510767
Feature_7,0.055327317484229505
Feature_8,0.06773681540706196
Feature_9,0.2157862029035199
Feature_10,0.2879854310728758
