Feature,Importance
Area,-1.401875935960561
MajorAxisLength,-27.173733691827465
MinorAxisLength,-122.73564804361854
Eccentricity,-0.0033695275224072674
ConvexArea,1.7226529433391988
Extent,-0.3449864908938708
Perimeter,19.99250453389618
