Feature,Importance
Area,-2.531915581319481
MajorAxisLength,-22.399109367314566
MinorAxisLength,-142.7210315293898
Eccentricity,-0.053127364738163485
ConvexArea,2.9639728106558323
Extent,-0.23389356345704282
Perimeter,-2.2449424497622203
